id,name,transit,host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,street,neighbourhood_cleansed,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,guests_included,last_review,review_scores_rating,cancellation_policy,reviews_per_month
11982313,Dowtown Boston 2BR Apt-Opera House!,"This property is conveniently located 15 minutes from General Edward Lawrence Logan International Airport. Boston is America’s Walking City so public transportation is also easily accessible – just steps from the Orange and Green T-Stops and the South Station Terminal. Situated right in the heart of Boston, overlooking the beautiful skyline, the builsing’s newly constructed, fully furnished, luxury apartments are beyond compare. Whether you are looking for a relaxing swim in the 25-yard indoor infinity pool or attending to business in the Internet Café, these apartments have it all. On top of the five-star amenities inside the building, walk right outside and experience true Bostonian city life. Downtown Crossing is home to the historical Freedom Trail, over 100 restaurants, 500 retailers, bars, nightclubs, and different cultural events. Planning to explore Boston or beyond? This fantastic location is just steps from the Orange and Green T-stops, South Station Terminal, I-90, and Logan",30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Washington Street, Boston, MA 02116, United States",Chinatown,2116,Apartment,Entire home/apt,5,2,2,2,$199.00 ,1,,,flexible,
14506396,Chinatown Bedroom,,89613233,Krista,8/13/2016,94%,73%,f,Chinatown,"Hudson Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Private room,2,1,1,1,$95.00 ,1,8/27/2016,100,flexible,2
10261620,Boston Lux 1BR Apt + Yoga Studio,"Make yourself comfortable in one of the many lounges of this building. Linger over a cup of coffee in the beautifully landscaped terrace with friends, watch the last game on TV or buy some tickets for the newest play in town in the fully-wired lounge. You won’t have time to get bored with the fully-equipped state-of-the-art fitness center and with the wide array of entertainment options of the nearby area. This upscale community is located at the confluence of the Theatre District, the Leather District and Chinatown and is near every hot spot in town: from the latest eatery to the most acclaimed play, everything is a few steps away from your door. The open layout apartments are spacious and feature gourmet kitchens with top of the line appliances and granite countertops, ample walk-through closets and oversized windows with gorgeous city views.",30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Kneeland Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,3,1,1,1,$219.00 ,1,,,strict,
12899321,"Kingston Street, 1bd Service Dwtwn Financial Area",,22541573,Ken,10/14/2014,100%,69%,f,Upper East Side,"Kingston Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,3,1,1,1,$242.00 ,1,,,moderate,
4445906,Lux Downtown Boston 2BR Apt w/pool,"Our fantastic location is just steps from the Orange and Green T-stops, minutes from South Station and close to I-90, with great shopping and dining nearby.",9419684,Mike,10/14/2013,96%,68%,f,West End,"Washington Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,5,2,2,3,$389.00 ,1,8/13/2016,87,moderate,0.63
10116601,Dowtown Boston 1BR Apt+Indoor Pool,"This property is conveniently located 15 minutes from General Edward Lawrence Logan International Airport. Boston is America’s Walking City so public transportation is also easily accessible – just steps from the Orange and Green T-Stops and the South Station Terminal. Situated right in the heart of Boston, overlooking the beautiful skyline, the builsing’s newly constructed, fully furnished, luxury apartments are beyond compare. Whether you are looking for a relaxing swim in the 25-yard indoor infinity pool or attending to business in the Internet Café, these apartments have it all. On top of the five-star amenities inside the building, walk right outside and experience true Bostonian city life. Downtown Crossing is home to the historical Freedom Trail, over 100 restaurants, 500 retailers, bars, nightclubs, and different cultural events. Planning to explore Boston or beyond? This fantastic location is just steps from the Orange and Green T-stops, South Station Terminal, I-90, and Logan",30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Washington Street, Boston, MA 02116, United States",Chinatown,2116,Apartment,Entire home/apt,3,1,1,1,$169.00 ,1,4/8/2016,100,strict,0.2
11981674,Dowtown Boston 2BR Apt -Opera House,"This property is conveniently located 15 minutes from General Edward Lawrence Logan International Airport. Boston is America’s Walking City so public transportation is also easily accessible – just steps from the Orange and Green T-Stops and the South Station Terminal. Situated right in the heart of Boston, overlooking the beautiful skyline, the builsing’s newly constructed, fully furnished, luxury apartments are beyond compare. Whether you are looking for a relaxing swim in the 25-yard indoor infinity pool or attending to business in the Internet Café, these apartments have it all. On top of the five-star amenities inside the building, walk right outside and experience true Bostonian city life. Downtown Crossing is home to the historical Freedom Trail, over 100 restaurants, 500 retailers, bars, nightclubs, and different cultural events. Planning to explore Boston or beyond? This fantastic location is just steps from the Orange and Green T-stops, South Station Terminal, I-90, and Logan",30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Washington Street, Boston, MA 02116, United States",Chinatown,2116,Apartment,Entire home/apt,5,2,2,2,$199.00 ,1,,,strict,
12949309,"Kingston Street, 2bd Service Dwtwn Financial Area",,22541573,Ken,10/14/2014,100%,69%,f,Upper East Side,"Kingston Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,2,2,2,2,$361.00 ,1,,,moderate,
9261381,Modern 1  BR Appt Downtown Boston,,47670141,Sanya,10/28/2015,N/A,N/A,f,Chinatown,"Washington Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,3,1,1,1,$225.00 ,1,,,flexible,
11772497,"Spacey, cozy apartment in Downtown!",,39536288,Alex,7/25/2015,93%,96%,f,Cambridge,"Essex Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,6,1,2,2,$255.00 ,1,8/30/2016,86,strict,10.69
14420920,Incredible 3-BR Condo Near Boston Common 6W3,Boston's convenient public transportation means that the locations of our properties are ideal for guests who prefer to travel without a car.,4962900,Stay Alfred,2/4/2013,100%,36%,f,Central Business District,"Washington Street, Boston, MA 02116, United States",Chinatown,2116,Apartment,Entire home/apt,7,2,3,3,$119.00 ,1,,,strict,
12356183,Lux Furnished Boston 1BR Apt.,"A distinctive presence in the Boston skyline, the building’s precise and modern architectural silhouette is inspired by its location at the nexus of several of the city’s most compelling neighborhoods. Overlooking the Rose Kennedy Greenway, and conveniently located steps away from Boston’s Leather District, Chinatown, and the Theater District, you’re placed in the fast lane to every major Boston attraction. The 19th century brick and stone architecture that characterizes The Leather Districts’ famous South Street, provides the backdrop for quite a romantic date night. Looking for a night out with friends? The Theater District is the home to many classic theaters, musicals, concerts, ballets, and drama.  And when your days of exploration leave you utterly exhausted, feel free to enjoy many curated amenities. The building’s heir of sophistication is substantiated in everything from the original works of art throughout the amenity spaces to the beautifully designed Resident’s Lounge.  And",30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Kingston Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,3,1,1,1,$219.00 ,1,,,strict,
2722165,Beautiful downtown loft for 4,"Very convenient to both Boston's public transportation, the central train/bus station (South Station) and within walking distance to all major attractions.",13929879,David,4/5/2014,90%,84%,f,Chinatown,"Edinboro Street, Boston, MA 02111, United States",Chinatown,2111,Loft,Entire home/apt,4,1,2,2,$299.00 ,4,9/2/2016,92,strict,1.72
14420354,Beautiful 2BR Condo in Perfect Boston Location 6W2,Boston's convenient public transportation means that the locations of our properties are ideal for guests who prefer to travel without a car.,4962900,Stay Alfred,2/4/2013,100%,36%,f,Central Business District,"Washington Street, Boston, MA 02116, United States",Chinatown,2116,Apartment,Entire home/apt,5,2,2,2,$119.00 ,1,,,strict,
12986016,"Lux 1BR in Chinatown w/WiFi, Gym",,9419684,Mike,10/14/2013,96%,68%,f,West End,"Kneeland Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,3,1,1,2,$199.00 ,1,6/28/2016,100,moderate,0.42
10262069,Boston Lux 2BR Apt. + Yoga Studio,,30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Kneeland Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,5,2,2,2,$319.00 ,1,,,strict,
14222649,Chinatown Single Bedroom,,82955257,Kristin,7/10/2016,92%,67%,f,Chinatown,"Hudson Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Private room,2,1,1,1,$93.00 ,0,8/12/2016,60,flexible,1.76
13762650,"Lux 1BR in Chinatown w/WiFi, Gym",,9419684,Mike,10/14/2013,96%,68%,f,West End,"Kneeland Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,3,1,1,2,$199.00 ,1,,,moderate,
10117329,LUX Boston 2BR Apt. Logan Airport,"This property is conveniently located 15 minutes from General Edward Lawrence Logan International Airport. Boston is America’s Walking City so public transportation is also easily accessible – just steps from the Orange and Green T-Stops and the South Station Terminal.Situated right in the heart of Boston, overlooking the beautiful skyline, the builsing’s newly constructed, fully furnished, luxury apartments are beyond compare. Whether you are looking for a relaxing swim in the 25-yard indoor infinity pool or attending to business in the Internet Café, these apartments have it all. On top of the five-star amenities inside the building, walk right outside and experience true Bostonian city life. Downtown Crossing is home to the historical Freedom Trail, over 100 restaurants, 500 retailers, bars, nightclubs, and different cultural events. Planning to explore Boston or beyond? This fantastic location is just steps from the Orange and Green T-stops, South Station Terminal, I-90, and Logan ",30283594,Kara,3/30/2015,98%,55%,f,Fenway/Kenmore,"Washington Street, Boston, MA 02116, United States",Chinatown,2116,Apartment,Entire home/apt,5,2,2,2,$299.00 ,1,4/6/2016,100,strict,0.25
721979,[1168-2C]Elegant 2BRs - Downtown Boston,,25188,Seamless,7/10/2009,89%,45%,f,Back Bay,"Washington Street, Boston, MA 02111, United States",Chinatown,2111,Apartment,Entire home/apt,4,2,2,2,$349.00 ,1,10/31/2015,97,super_strict_30,0.17
13624476,Waterfront Northend Condo,,78945679,Louis,6/20/2016,100%,100%,f,,"Commercial Street, Boston, MA 02109, United States",North End,2109,Condominium,Entire home/apt,1,1,1,2,$275.00 ,1,,,flexible,
13445221,"Great 2 bedrooms, 2 baths North End (M-G2)","A short walk to public transportation (the ""T"") and there's a parking lot just two blocks away.",5578043,Dror,3/22/2013,100%,100%,f,North End,"Moon Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,2,2,4,$299.00 ,6,9/6/2016,,strict,1
13059,White Elephant Inn - Downtown! ,,50866,SleepAfloat,11/2/2009,100%,19%,f,North End,"Atlantic Avenue, Boston, MA 02110, United States",North End,2110,Boat,Entire home/apt,10,2,3,6,$375.00 ,2,7/15/2016,94,strict,0.2
369880,North End Boston Studio Condo,,1683708,Carlos And Cheryl,2/1/2012,100%,100%,f,North End,"Henchman St, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,1,2,$140.00 ,1,9/1/2016,96,strict,0.66
822063,Couch perfect for short stay!,,4142522,Heather,11/13/2012,N/A,N/A,f,North End,"Salem St, Boston, MA 02113, United States",North End,2113,Apartment,Shared room,1,,1,1,$35.00 ,1,,,flexible,
12826145,Spacious 2 story home in Boston's North End,"There are always plenty of cabs and uber drivers around in the area as well as Boston's bike sharing company, Hubway.",35738512,Will,6/13/2015,93%,89%,f,,"North Street, Boston, MA 02113, United States",North End,2113,Apartment,Private room,2,1,1,1,$159.00 ,1,9/1/2016,100,flexible,4
8555187,bedroom in North End,,14131690,Linda,4/10/2014,100%,89%,f,,"Salem Street, Boston, MA 02113, United States",North End,2113,Apartment,Private room,1,1,1,1,$84.00 ,1,8/22/2016,95,flexible,2.6
10704442,Cozy Apartment with Great Views!,,55310299,Preeti,1/19/2016,N/A,N/A,f,North End,"Sheafe Street, Boston, MA 02113, United States",North End,2113,Apartment,Private room,1,1,1,1,$100.00 ,1,,,flexible,
10928093,Modern 2 bed in Heart of North End,,29385474,Justin,3/15/2015,N/A,N/A,f,North End,"Baldwin Place, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,2,2,$125.00 ,1,2/14/2016,80,flexible,0.14
9834727,"Boston's North End-""Little Italy""","Uber, taxis, water taxis, subway, train and bus service are all nearby. Logan Airport is a 10 minute ride in off peak traffic hours.",50648271,Richard,12/6/2015,100%,100%,f,North End,"Noyes Place, Boston, MA 02113, United States",North End,2113,Condominium,Entire home/apt,2,1,1,1,$150.00 ,2,8/19/2016,93,strict,2.03
8011545,"private BR in North end, Boston",,42300377,Enzo,8/23/2015,100%,90%,t,,"Salem Street, Boston, MA 02113, United States",North End,2113,Apartment,Private room,1,1,1,1,$79.00 ,1,8/14/2016,98,flexible,3.96
14204600,North End 2 BR | 1 BA Duplex in Little Italy,,9410008,Jason,10/13/2013,100%,99%,t,Back Bay,"Henchman Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,6,1,2,2,$320.00 ,4,8/19/2016,94,strict,5.53
10106081,"In the heart of North End, Boston.",3-5 min walk from the subway station (orange and green line),40885583,Konstantinos,8/8/2015,100%,61%,t,North End,"Salem Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,2,$180.00 ,2,9/5/2016,97,strict,3.16
14461498,Cozy North End Studio,"The apartment is a 5 minute walk from Haymarket station, (green and orange lines). From there, a transfer to the red or blue lines is one stop away. Parking is limited in the North End, would recommend a parking garage.",20264805,Sabrina,8/19/2014,100%,86%,f,North End,"Hull Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,3,1,0,1,$150.00 ,1,9/5/2016,100,strict,2
4553903,Stunning Luxury North End Loft!,"In addition to being at the doorstep of all of Boston's major attractions, this is close to multiple train lines to reach other areas of the metro area.",10850877,Franklin,12/27/2013,100%,100%,f,North End,"North Washington Street, Boston, MA 02114, United States",North End,2114,Apartment,Entire home/apt,3,1,1,2,$125.00 ,2,8/17/2016,94,strict,6.37
11648212,North End Gem,,38107558,Ally,7/10/2015,N/A,N/A,f,North End,"Prince Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$145.00 ,1,4/22/2016,100,flexible,0.97
916123,Old North Parlor Flat on the Court,"You can get to the apartment by car,cab or public transportation Haymarket Station Head southeast on Haymarket Square toward John F Fitzgerald Surface Rd 151 ft Turn right onto John F Fitzgerald Surface Rd 72 ft Turn left onto Haymarket Square 217 ft Turn right onto Cross St 197 ft Turn left onto Salem St 0.3 mi Turn left onto Hull St 82 ft Turn left onto Hull St Ct  Destination will be on the right ",3637081,Jose/Jason,9/21/2012,100%,100%,f,North End,"Hull Street Court, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$125.00 ,1,8/29/2016,88,strict,6.83
10779412,Boston North End Enchanted  Cottage,"A car is not needed, thou there is a parking garage right at the end of the street. Everything you could want or do is within walking distance or a quick T ride away.",29852577,Joseph And Sue,3/23/2015,100%,100%,f,North End,"Snow Hill Street, Boston, MA 02113, United States",North End,2113,House,Entire home/apt,2,1,1,1,$171.00 ,1,,,strict,
5782221,"""La Gemma"" - a gem in the North End","Boston's T green line stop Haymarket is located about 5 blocks away. The green line/orange line stop North Station is also only a 8 minute walk. Boston Harbor and the entrance to the Charles River (with its waterway locks system) is steps away. The Esplanade, museum of science and Hatch Shell is a 15 minute stroll one direction and the Aquarium  and Faneuil Hall isabout 10 minutes the other  . Most institutions of higher learning are easily reached by the T.",18601802,Gina,7/21/2014,100%,94%,t,,"Goodridge Court, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1.5,2,2,$285.00 ,1,8/22/2016,99,flexible,4.05
13744821,"2BR/2ba Large North End, perfect location!","The space is a less than 5 minute walk to both the Green and Orange lines of the T (Boston's subway system). Cabs and ubers are available at all hours. Parking garages are located just one block away! Most locations that a visitor would enjoy getting to are also accessible on foot! Boston is a very walkable city, and our location lends itself to this tremendously!!",2042123,Sue,3/31/2012,80%,100%,f,North End,"Salem Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,5,2,2,2,$400.00 ,4,9/6/2016,97,moderate,3.64
12221012,Family Friendly North End 2BR,"Unit is within walking distance of many of the cities best attractions with public transport only a few minutes away: Blue Line, Orange Line and Green Line all within a five minute walk",28167413,Zachary,2/22/2015,100%,100%,f,North End,"Fulton Street, Boston, MA 02109, United States",North End,2109,Apartment,Entire home/apt,4,1,2,2,$400.00 ,1,8/8/2016,100,strict,1.55
2898226,Modern North End 1BR Apartment,Public transport stations are pretty close (Haymarket being the best). UberX is affordable everywhere!,10716287,Benjamin,12/19/2013,100%,100%,f,North End,"Commercial Street, Boston, MA 02109, United States",North End,2109,Apartment,Entire home/apt,3,1,1,2,$210.00 ,1,8/18/2016,87,moderate,4.69
12843196,North End Gem,Public transportation anywhere in boston area is located only 2 minute walk from the house. Also a payed parking garage is located next door.,66497629,Daniele,4/9/2016,100%,93%,f,North End,"Cooper Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,8,1.5,1,5,$350.00 ,4,7/10/2016,100,strict,0.92
13478348,Cozy 2BD North End apt,"T stops in walking distance are Haymarket, Aquarium, and North Station.",76954514,Rebecca,6/10/2016,100%,68%,f,North End,"Cooper Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,3,1,2,1,$182.00 ,2,8/24/2016,98,strict,4.29
14104621,"Simple, comfortable and convenient",,84922021,Lindsay,7/20/2016,100%,100%,f,North End,"Tileston Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$200.00 ,1,8/14/2016,100,flexible,1
14857923,"2 Bedroom North End, Walk to Everything, Cozy!",,21184200,Paige,9/10/2014,99%,81%,f,South Boston,"Endicott Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,5,1,2,2,$260.00 ,4,,,strict,
12269155,Boston Apartment (North End),"No street parking, parking lot located on same street. 2 minute walk from North Station and Haymarket.",66084480,Richard,4/6/2016,100%,100%,t,North End,"Cooper Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$200.00 ,1,9/4/2016,97,flexible,11.3
13800505,Downtown Boston semi-private room,,81152656,Malory,7/1/2016,100%,100%,f,North End,"Commercial Street, Boston, MA 02109, United States",North End,2109,Apartment,Private room,2,1,1,2,$150.00 ,1,8/24/2016,60,moderate,4.41
13007124,Modern North End Studio,,68072593,James,4/20/2016,80%,100%,t,North End,"Charter Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,0,1,$120.00 ,1,8/30/2016,88,flexible,5.63
14808548,Cozy Bedroom in the North End,,6873524,Tayler,6/12/2013,100%,90%,f,,"Boston, MA, United States",North End,,Apartment,Private room,3,1,1,1,$102.00 ,1,,,moderate,
13248823,Cozy North End Studio - Perfect location!,,69106634,Andrea,4/26/2016,100%,100%,f,North End,"Commercial Street, Boston, MA 02109, United States",North End,2109,Apartment,Entire home/apt,2,1,0,1,$210.00 ,1,6/23/2016,100,moderate,0.39
12957423,Artist 1BR Loft in North End,,1723274,James,2/8/2012,100%,99%,f,North End,"Prince Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,3,1,1,2,$159.00 ,2,8/24/2016,96,moderate,10.19
13107648,Private Queen room and Loft with 2 single beds,"Public Train is 10 minute walk from our place.  UBER is another good option to get around. And Boston is also known as the walking city. From the airport to our location, there is a water taxi. Take bus 66 at arrivals outside, this shuttle takes you to the water taxi. It's $12 a person, your stop would be Battery Wharf. Let the taxi driver know this destination.  Once you arrive, go straight out to the traffic light/intersection. Cross the street, and we are one street to the left, 9 Salutation St. Look for the green awning. It reads Boston Harbor Community Church. You have arrived.",46702413,Beth,10/16/2015,100%,100%,t,North End,"Salutation Street, Boston, MA 02109, United States",North End,2109,House,Private room,4,1,1,3,$120.00 ,1,9/1/2016,98,moderate,5.7
2831504,Yknot - Fabulous Rental on Water!,,50866,SleepAfloat,11/2/2009,100%,19%,f,North End,"Atlantic Avenue, Boston, MA 02110, United States",North End,2110,Boat,Entire home/apt,6,2,2,4,$425.00 ,2,10/5/2014,90,strict,0.07
2842124,Charming 1-bedroom in the North End,just three blocks from the T (North Station)... but truthfully you can walk pretty much anywhere in downtown boston and even to Fenway.,12312638,Peter,2/17/2014,100%,100%,f,North End,"Thacher Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,3,1,1,2,$150.00 ,1,8/31/2016,84,moderate,1.18
14282764,Heart of Historic North End,"There are lots of transportation options all around, about a 7 min walk to Haymarket Station subway stop and North Station with subway and commuter rail.",651876,Paulina,6/1/2011,100%,56%,f,,"Salem Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,1,1,$149.00 ,2,8/12/2016,80,moderate,2.81
13709092,Spacious & private in the heart of the north end,"Uber is everywhere, close walk to Subway, even private rickshaw available during certain events.",65646888,Jeff,4/3/2016,100%,100%,f,North End,"Hanover Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,0,1,$115.00 ,1,8/28/2016,93,flexible,2.4
9858828,North End Oasis,,50745636,Sean,12/7/2015,90%,100%,f,North End,"Stillman Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,0,1,$150.00 ,1,8/30/2016,98,strict,3.3
14035943,Spacious North End 3BR/3BA Garden Apt. (M-G3),,5578043,Dror,3/22/2013,100%,100%,f,North End,"Moon Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,8,3,3,5,$399.00 ,8,,,strict,
7582651,North End Apartment!,,39761134,Haley,7/27/2015,N/A,N/A,f,North End,"Prince Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,2,2,$220.00 ,1,11/2/2015,100,flexible,0.25
11924459,"Beth's Place, feel at home.","From our location, it is a 10 minute walk to  Haymarket T station or North station. (Public train system) We recommend that you download the Uber app. and that will make your visit go smoothly.  Taxis can be tough to get at certain times of the day, Uber usually has a quick response time, and they tend to be a bit cheaper.",46702413,Beth,10/16/2015,100%,100%,t,North End,"Salutation Street, Boston, MA 02109, United States",North End,2109,House,Private room,2,1,1,1,$110.00 ,1,9/1/2016,98,moderate,7.37
766700,Under the Light of Old North Church,"You can get to the apartment by car,cab or public transportation Haymarket Station Head southeast on Haymarket Square toward John F Fitzgerald Surface Rd 151 ft Turn right onto John F Fitzgerald Surface Rd 72 ft Turn left onto Haymarket Square 217 ft Turn right onto Cross St 197 ft Turn left onto Salem St 0.3 mi Turn left onto Hull St 82 ft Turn left onto Hull St Ct  Destination will be on the right ",3637081,Jose/Jason,9/21/2012,100%,100%,f,North End,"Hull Street Court, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$125.00 ,1,9/5/2016,88,strict,6.13
13005579,New renovation on the Freedom Trail,The apartment is a short walk from the Haymarket Station on the Orange and Green Lines. The Aquarium Blue Line Station which connects to the airport is approximately fifteen minutes on foot. By taxi the apartment is only about fifteen minutes from Logan. The North End is extremely walkable.,71536024,Bill,5/11/2016,100%,96%,t,Financial District,"Hanover Street, Boston, MA 02109, United States",North End,2109,Apartment,Entire home/apt,4,1,2,2,$310.00 ,1,8/29/2016,93,moderate,6.73
3434614,1BR Apartment - North End,,17311095,Keshav,6/26/2014,90%,91%,f,North End,"Prince Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,3,1,1,1,$160.00 ,1,8/8/2016,94,strict,0.94
13573506,North End Beauty,,78285098,Andrew,6/17/2016,N/A,N/A,f,North End,"Prince Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$559.00 ,1,,,flexible,
4518100,2 Bedroom in Boston's North End,Close to public transportation,10478250,Boston Furnished Rentals,12/7/2013,81%,67%,f,North End,"Battery Street, Boston, MA 02109, United States",North End,2109,Apartment,Private room,4,1,1,2,$175.00 ,1,5/23/2016,86,flexible,0.7
4304969,Designer 1BR North End Modern Cove,"The bus and train station is a few blocks away. But honestly, you'll hardly need it as everything is so close by...feel free to ask.",1723274,James,2/8/2012,100%,99%,f,North End,"Prince Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,1,1,$159.00 ,2,9/1/2016,97,moderate,5.85
2943804,Yacht Rental Lola Downtown Boston! ,"Transportation: Short walk (less than 10 mins) to Aquarium, Haymark, North Station and Government Center subway stations Parking is $25/day at the marina",50866,SleepAfloat,11/2/2009,100%,19%,f,North End,"Atlantic Avenue, Boston, MA 02110, United States",North End,2110,Boat,Entire home/apt,5,1.5,2,4,$190.00 ,2,10/21/2015,94,strict,0.29
11922134,"Boston's favorite ""Little Italy""","Almost everything is within walking distance. The greenway, TD Garden, Downtown Boston, Boston Common, Freedom Trail, NEW England Aquarium , Boston Harbor and many restaurants but if not within walking distance the T which is our public transit system is a block away. If you have a car there are public parking lots all within walking distance. Duck Tours, trolley tours , renting bikes, or Boston Harbor tours are all within walking distance. You could not find a better location in Boston.",24997738,Anthony,12/19/2014,85%,95%,f,,"Cooper Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,1,2,$165.00 ,2,8/19/2016,83,strict,8.71
2043541,16 Battery McPhee’s Apartment (#1R),Close to public transportation,10478250,Boston Furnished Rentals,12/7/2013,81%,67%,f,North End,"Battery Street, Boston, MA, United States",North End,,Apartment,Entire home/apt,6,1,2,3,$195.00 ,4,8/14/2016,87,strict,1.18
2043529,16 Battery Cindy’s Apartment (#G),Close to public transportation,10478250,Boston Furnished Rentals,12/7/2013,81%,67%,f,North End,"Battery Street, Boston, MA 02109, United States",North End,2109,Apartment,Entire home/apt,4,1,2,2,$195.00 ,1,8/28/2016,84,strict,0.71
9750460,Beautiful 2 Bedroom North End Apt,Less than a 5 minute walk to Haymarket T station (green and orange line),4590803,Tim,1/4/2013,100%,100%,f,North End,"Parmenter Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,4,1,2,2,$300.00 ,1,8/28/2016,93,flexible,2.13
2043261,16 Battery Weston’s Apartment (#1F),Close to public transportation,10478250,Boston Furnished Rentals,12/7/2013,81%,67%,f,North End,"Battery Street, Boston, MA 02109, United States",North End,2109,Apartment,Entire home/apt,3,1,1,2,$135.00 ,1,7/27/2016,75,strict,0.53
815639,MedaevalModernHaven in the NorthEnd,"You can get to the apartment by car,cab or public transportation Haymarket Station Head southeast on Haymarket Square toward John F Fitzgerald Surface Rd 151 ft Turn right onto John F Fitzgerald Surface Rd 72 ft Turn left onto Haymarket Square 217 ft Turn right onto Cross St 197 ft Turn left onto Salem St 0.3 mi Turn left onto Hull St 82 ft Turn left onto Hull St Ct  Destination will be on the right ",3637081,Jose/Jason,9/21/2012,100%,100%,f,North End,"Hull St Ct, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$125.00 ,1,9/6/2016,92,strict,7.08
6089865,Modern Flat on freedomTrail Apt.,"You can get to the apartment by car,cab or public transportation Haymarket Station Head southeast on Haymarket Square toward John F Fitzgerald Surface Rd 151 ft Turn right onto John F Fitzgerald Surface Rd 72 ft Turn left onto Haymarket Square 217 ft Turn right onto Cross St 197 ft Turn left onto Salem St 0.3 mi Turn left onto Hull St 82 ft Turn left onto Hull St Ct  Destination will be on the right",3637081,Jose/Jason,9/21/2012,100%,100%,f,North End,"Hull Street Court, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,1,1,$125.00 ,1,9/5/2016,96,strict,7.26
2633478,Sleep on a Houseboat in Downtown!,"Parking is available at the marina for $27/day.  We are walking distance to the Aquarium, Haymarket, and North Station subway stations. ",50866,SleepAfloat,11/2/2009,100%,19%,f,North End,"Atlantic Avenue, Boston, MA 02110, United States",North End,2110,Boat,Entire home/apt,4,1,2,3,$212.00 ,2,10/20/2015,90,strict,0.41
7450348,Simple North End Apartment,,39019557,Brendon,7/20/2015,N/A,N/A,f,North End,"North Margin Street, Boston, MA 02113, United States",North End,2113,Apartment,Entire home/apt,2,1,2,2,$200.00 ,1,,,flexible,
